attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,description,top_review,ID
Havana Cigar Lounge,"9707 District North Dr Suite 1110, Fishers, IN 46037-0010",46037,4.5,3,https://www.tripadvisor.com/Attraction_Review-g37104-d21381567-Reviews-Havana_Cigar_Lounge-Fishers_Hamilton_County_Indiana.html,"Havana Cigar Lounge, in Fishers, IN, is the leading cigar lounge serving Hamilton, Marion, Boone, and Johnson counties since 2018. We offer luxury cigars, cigar boxes, humidifiers, fine wine, cocktails, lunch and dinner, desserts, and much more. For more information, visit Havana Cigar Lounge in Fishers.",,2018
K1 Speed Indianapolis,"9998 E 121st St, Fishers, IN 46037-9727",46037,3.5,39,https://www.tripadvisor.com/Attraction_Review-g37104-d7605304-Reviews-K1_Speed_Indianapolis-Fishers_Hamilton_County_Indiana.html,"K1 Speed offers a fun, exciting thing to do in Indianapolis (Fishers, IN) that delivers an unforgettable experience for friends, families, and businesses. Each location features fast electric go karts, a professionally-designed track, state-of-the-art safety barriers, private meeting rooms, an arcade, and an onsite cafe that offers food and drinks. This makes K1 Speed the best entertainment venue & event venue in the area, and a great spot for a fun date night idea, family fun, social outings, team building, corporate events, company parties, birthday parties, bachelor or bachelorette parties, and more.",,2359
Ironwood Golf Course,"10955 Fall Rd, Fishers, IN 46037-9751",46037,4,6,https://www.tripadvisor.com/Attraction_Review-g37104-d8725589-Reviews-Ironwood_Golf_Course-Fishers_Hamilton_County_Indiana.html,Ironwood Golf Course,"Very challenge golf course, water, sand, trees. Excellent rough, green, very nice view for 27 holes. A very reasonable price for the rounds, clubs rentals and beverages. For me a great experience ",2385
BoucneU,"9751 Kincaid Dr #800, Fishers, IN 46037-9791",46037,3.5,3,https://www.tripadvisor.com/Attraction_Review-g37104-d5038007-Reviews-BoucneU-Fishers_Hamilton_County_Indiana.html,BoucneU,"Took my granddaughter for a day of fun. Inflatables are torn. Deflated balloons all over the floor. Not very clean. Only one staff person to supervise two rooms. She was doing a great job, but way under staffed. We ended up leaving because it was such a terrible time.",2956
The Escape Room Fishers,"8890 E 116th St Suite 210, Fishers, IN 46038-2856",46038,5,7860,https://www.tripadvisor.com/Attraction_Review-g37104-d11667663-Reviews-The_Escape_Room_Fishers-Fishers_Hamilton_County_Indiana.html,"The Escape Room Fishers offers a NEW, fun, and interactive adventure game designed for everyone. The concept: You and your team are locked in a themed room where you have 60 minutes to find clues, solve puzzles, and discover keys and combinations to escape the room before your time is up! The Escape Room Fishers is fun with your family, friends, and co-workers!",,9
Conner Prairie,"13400 Allisonville Rd, Fishers, IN 46038-4499",46038,4.5,557,https://www.tripadvisor.com/Attraction_Review-g37104-d110071-Reviews-Conner_Prairie-Fishers_Hamilton_County_Indiana.html,"A Smithsonian Affiliated Museum, that uses innovative ways to present History, Nature, Art, and Science.",,129
Harmony Winery,"7350 Village Square Ln, Fishers, IN 46038-4502",46038,4,21,https://www.tripadvisor.com/Attraction_Review-g37104-d4451238-Reviews-Harmony_Winery-Fishers_Hamilton_County_Indiana.html,"Thanks for coming in to try our wines. We make over 30 wines at the ""storefront"" it is actually the winery. Since I was the guy working, I am the owner, i thought i should respond. The reason we only have 15 of the 30 wines open is because we cannot have them all open at once. It is a waste of wine, you cannot taste that many and they will sit and go bad. We choose to offer a winter list and a summer list, splitting our selections over the two lists. Campfire is open, just wasnt on the list. All port style dessert wines are open for tasting at 3 dollars each for a 2oz pour. Sorry you took Cady the wrong way. She is a great employee and we have a great time working together. Just her personality I guess. Since festival season is coming to an end, our selections in the refrigerator are low right now and we apologize we didn't have what you wanted. Please come back after October 1st when we change to the winter list. Thanks again!",Winery is on a hill and there are great views especially on a clear day. Great place to bring a picnic and your dog. Wine is pretty good too.,604
Pinheads & Alley's Alehouse,"13825 Britton Park Rd, Fishers, IN 46038-3501",46038,4.5,71,https://www.tripadvisor.com/Attraction_Review-g37104-d3848227-Reviews-Pinheads_Alley_s_Alehouse-Fishers_Hamilton_County_Indiana.html,"Located in Fishers, Indiana--Family Entertainment Center with Luxury Bowling Lanes & Arcade, restaurant Alley's Alehouse features chef crafted food, 30 beer taps with local craft brews, & hand made signature cocktails. Birthday Parties, Live Music, & Private Events",,679
Ritchey Woods Nature Preserve,"10410 Hague Rd, Fishers, IN 46038-2518",46038,5,4,https://www.tripadvisor.com/Attraction_Review-g37104-d15209262-Reviews-Ritchey_Woods_Nature_Preserve-Fishers_Hamilton_County_Indiana.html,Ritchey Woods Nature Preserve,"Deeded to Fishers as a nature preserve to remain as such. It was gifted by Ruth Lilly to the then Town of Fishers. The City of Fishers maintains it in its natural state. You can walk, jog, bike from morning till dusk. You will see deer in mating season.",776
Alhuda Islamic Center of Indiana,"12213 Lantern Rd., Fishers, IN 46038",46038,5,7,https://www.tripadvisor.com/Attraction_Review-g37104-d26444290-Reviews-Alhuda_Islamic_Center_of_Indiana-Fishers_Hamilton_County_Indiana.html,Alhuda Islamic Center of Indiana,,1749
Cheeney Creek Natural Park,"11030 Fishers Pointe Blvd, Fishers, IN 46038",46038,5,2,https://www.tripadvisor.com/Attraction_Review-g37104-d17729529-Reviews-Cheeney_Creek_Natural_Park-Fishers_Hamilton_County_Indiana.html,Cheeney Creek Natural Park,"Great walking paths around ponds and a lake. Quiet residential areas surround the trails. Safe for biking, walking, jogging. The paths are closed to motorized vehicles.",2166
Cigar Haven,"11017 Allisonville Rd, Fishers, IN 46038-2684",46038,5,2,https://www.tripadvisor.com/Attraction_Review-g37104-d15299859-Reviews-Cigar_Haven-Fishers_Hamilton_County_Indiana.html,"Buy 'em here...and smoke 'em here! You'll find the largest selection of premium cigars in Indianapolis. With a certified cigar roller on staff, the comfiest chairs, big TV's to watch the game, and snack and drinks, you'll make fast friends at The Cigar Haven.","Awesome cigar shop! Lots to choose from, various sizes and flavors to suit all taste. The owner is a very sweet lady and she has dog named Mouse who is super friendly. Best cigar lounge and you wont leave disappointed!!!",2243
Ignite Studio at Hamilton East Public Library,"5 Municipal Dr, Fishers, IN 46038-1574",46038,5,1,https://www.tripadvisor.com/Attraction_Review-g37104-d17295313-Reviews-Ignite_Studio_at_Hamilton_East_Public_Library-Fishers_Hamilton_County_Indiana.html,"Ignite Studio is an Art Studio and Makerspace at Hamilton East Public Library in Fishers, Indiana. Ignite Studio sparks curiosity, imagination, and exploration in Hamilton County. We are a creative space for a creative community.",,2835
Olympus Salon,"10177 Allisonville Rd Ste 201, Fishers, IN 46038-2073",46038,5,1,https://www.tripadvisor.com/Attraction_Review-g37104-d10588081-Reviews-Olympus_Salon-Fishers_Hamilton_County_Indiana.html,"Olympus Salon is a full service Salon and Day Spa. A Finalist as Best Day Spa in the Indianapolis Area by Indy A-List. Services provided are Hair, Make-up Lessons and applications, Nails, Esthetics and Facials, Massage and more. We also have our own amazing make-up line called Goddess. We are dedicated to customer service and showing you the how to be the most beautiful you.","Kudo's to the Olympus Salon Team!! For my Sister's wedding we had our hair, makeup, and nails done by your team and we just got the pictures back and we all look amazing. Thank you for your exceptional service.  We had a great time and we are so glad we picked you and your team.",3167
Flat Fork Creek Park,"16141 E 101st St, Fishers, IN 46040-9640",46040,4,2,https://www.tripadvisor.com/Attraction_Review-g37104-d17729520-Reviews-Flat_Fork_Creek_Park-Fishers_Hamilton_County_Indiana.html,Flat Fork Creek Park,,932
On The Rail Farms,"3441 W 1000 N, Fortville, IN 46040-9705",46040,5,2,https://www.tripadvisor.com/Attraction_Review-g37115-d10024523-Reviews-On_The_Rail_Farms-Fortville_Indiana.html,On The Rail Farms,My horses were cared for and groomed. My children also received great riding lessons from the staff. The owners are friendly and cordial.,2605
Ten West Center for the Arts,"10 W Church St, Fortville, IN 46040-1201",46040,5,1,https://www.tripadvisor.com/Attraction_Review-g37115-d6201230-Reviews-Ten_West_Center_for_the_Arts-Fortville_Indiana.html,"Ten West Center for the Arts is a 501(c)3 non profit in Central Indiana whose mission is to help youth stay creative. We provide a place for students to express themselves. This includes dance, music, visual arts, martial arts, and theatre classes. We also provide the community with world class concerts, performances and entertainment.","My boyfriend and I recently attended Seussical the Musical at Ten West. This was their young adult show and the kids did a great job! We also saw a stand up comedy show. It's a unique venue that's perfect for a romantic night out. If you're in the area, check Ten West out! ",3095
StoreHouse,"11 S Main St, Fortville, IN 46040-1357",46040,5,1,https://www.tripadvisor.com/Attraction_Review-g37115-d12104907-Reviews-StoreHouse-Fortville_Indiana.html,StoreHouse,"The owner, Libby, keeps a fresh inventory of interior design items and an array of eclectic and original home accessories - many of which are local and hand-made. My wife and I find several new and different items each time we visit, which is saying something because we are there at least once every week or 10 days. The atmosphere is comfortable and relaxing. Libby is extremely knowledgeable and helpful. The small town laid-back environment is especially pleasing. Importantly, the prices are very competitive and fair.",3128
Frankfort Lagoons,"977 N Union Rd, Frankfort, IN 46041-7113",46041,3.5,3,https://www.tripadvisor.com/Attraction_Review-g37122-d23642942-Reviews-Frankfort_Lagoons-Frankfort_Indiana.html,Frankfort Lagoons,"I believe the city of Frankfort indiana has gone out of their way to provide a park  for those who wanting to fish,  bird watching or just going on walks. However the fishing is not as good but with some planning getting advice from an expert and/or private management.  In my opinion the bass needs to be thinned out. This will help allowing fish to grow larger, fish can be more abundant.  I'm am sure the fishing will be much bigger. Lake management can help with bringing the lagoon fishing great ",2845
White Lion Antiques & Collectibles,"113 S Main St, Kirklin, IN 46050-9060",46050,5,4,https://www.tripadvisor.com/Attraction_Review-g37230-d12166045-Reviews-White_Lion_Antiques_Collectibles-Kirklin_Indiana.html,White Lion Antiques & Collectibles,Just stopped in and they were great. Very nice to work with and there are many many items to go over. This is a large place with lots of variety. ,1424
